Timestamp,U L1-N,U L2-N,U L3-N,I-Wdl.-N 1 - I_3I0,I-Wdl. 1 - 3xI_I L1,I-Wdl. 1 - 3xI_I L2,I-Wdl. 1 - 3xI_I L3
0.0,-7003.375326256296,-8980.874236491843,6826.3286336808405,-29.39330398587583,-12.607563854657627,0.0836308850288496,32.456849842215995
0.00010000623014142422,-6694.740057095324,-9381.080722919036,6853.259441667014,-29.39330398587583,-12.575797664299419,0.03231533303717832,32.49118869978614
0.00020001246028284844,-6378.000579553756,-9776.210594296412,6873.667944594036,-29.39330398587583,-12.542116799453865,-0.01905008829559275,32.523782857895455
0.00030001869042427264,-6055.182945726745,-10165.41774811567,6887.343745524515,-29.39330398587583,-12.506608290779484,-0.07036564028726404,32.55455301202298
0.0004000249205656969,-5724.93645421752,-10547.856081868505,6894.076447521059,-29.39330398587583,-12.469272138276274,-0.12158145359673578,32.583578466689666
0.0005000311507071211,-5388.611806422849,-10924.37169806322,6894.076447521059,-29.39330398587583,-12.430195372602752,-0.17274739756510774,32.610779917374565
0.0006000373808485453,-5046.884353041117,-11293.272391683213,6887.133348587124,-29.39330398587583,-12.389465024417431,-0.2236639948279808,32.63607805955673
0.0007000436109899696,-4699.078743373938,-11654.55816272848,6873.667944594036,-29.39330398587583,-12.346994063061798,-0.2744309840675545,32.659552197757115
0.0008000498411313938,-4346.545678818078,-12009.075113707324,6853.259441667014,-29.39330398587583,-12.302869519194369,-0.32489875726052964,32.68112302745476
0.0009000560712728179,-3988.6098086751563,-12355.131039603142,6826.1182367434485,-29.39330398587583,-12.257178423473658,-0.3750174450658062,32.700711244128726
0.0010000623014142422,-3626.621834341937,-12692.72594041593,6792.033932885947,-29.39330398587583,-12.209920775899665,-0.42483691682448416,32.71839615229996
0.0011000685315556665,-3259.9064051200376,-13021.013713637392,6751.427323969295,-29.39330398587583,-12.161183607130905,-0.4741576951721644,32.73409844744751
0.0012000747616970906,-2889.8142224062244,-13340.840461775826,6704.298409993491,-29.39330398587583,-12.11096691716738,-0.5230795187910463,32.74781812957138
0.0013000809918385149,-2515.6699355021133,-13651.360082322926,6650.436794021143,-29.39330398587583,-12.059357736667605,-0.5714527796578307,32.759475894150626
0.0014000872219799392,-2138.8242458044706,-13951.726472770399,6589.842476052252,-29.39330398587583,-12.00635606563158,-0.6192276084314178,32.76923035022713
0.0015000934521213632,-1759.2771533132964,-14242.78573562654,6522.936249961601,-29.39330398587583,-11.95204893471782,-0.6664538744529074,32.77692288875902
0.0016000996822627875,-1377.0286580285913,-14522.845665874744,6449.507718811799,-29.39330398587583,-11.896523374584842,-0.712981969699,32.78263281426722
