1,0,-5.8753e+004,-4.0597e+004,9.9459e+004,-9.7847e+003,3.9659e+004,5.9193e+003,-1.5726e+004
2,100,-5.6182e+004,-4.3439e+004,9.9737e+004,-9.7847e+003,4.0029e+004,6.1272e+003,-1.6331e+004
3,200,-5.3556e+004,-4.6239e+004,9.9917e+004,-9.7847e+003,4.0384e+004,6.3504e+003,-1.6938e+004
4,300,-5.0877e+004,-4.8993e+004,9.9998e+004,-9.7847e+003,4.0722e+004,6.5885e+003,-1.7546e+004
5,400,-4.8148e+004,-5.1698e+004,9.9981e+004,-9.7847e+003,4.1045e+004,6.8414e+003,-1.8155e+004
6,500,-4.5371e+004,-5.4353e+004,9.9865e+004,-9.7847e+003,4.1350e+004,7.1088e+003,-1.8764e+004
7,600,-4.2549e+004,-5.6954e+004,9.9650e+004,-9.7847e+003,4.1639e+004,7.3905e+003,-1.9373e+004
8,700,-3.9686e+004,-5.9498e+004,9.9337e+004,-9.7847e+003,4.1910e+004,7.6862e+003,-1.9981e+004
9,800,-3.6783e+004,-6.1984e+004,9.8926e+004,-9.7847e+003,4.2164e+004,7.9956e+003,-2.0587e+004
10,900,-3.3844e+004,-6.4409e+004,9.8417e+004,-9.7847e+003,4.2400e+004,8.3183e+003,-2.1191e+004
11,1000,-3.0872e+004,-6.6770e+004,9.7812e+004,-9.7847e+003,4.2619e+004,8.6541e+003,-2.1793e+004
12,1100,-2.7869e+004,-6.9066e+004,9.7109e+004,-9.7847e+003,4.2818e+004,9.0027e+003,-2.2391e+004
13,1200,-2.4839e+004,-7.1293e+004,9.6311e+004,-9.7847e+003,4.3000e+004,9.3636e+003,-2.2984e+004
14,1300,-2.1784e+004,-7.3449e+004,9.5418e+004,-9.7847e+003,4.3163e+004,9.7365e+003,-2.3574e+004
15,1400,-1.8708e+004,-7.5534e+004,9.4431e+004,-9.7847e+003,4.3307e+004,1.0121e+004,-2.4158e+004
16,1500,-1.5613e+004,-7.7543e+004,9.3350e+004,-9.7847e+003,4.3432e+004,1.0517e+004,-2.4737e+004
17,1600,-1.2503e+004,-7.9476e+004,9.2177e+004,-9.7847e+003,4.3538e+004,1.0924e+004,-2.5309e+004
18,1700,-9.3802e+003,-8.1331e+004,9.0914e+004,-9.7847e+003,4.3626e+004,1.1341e+004,-2.5874e+004
19,1800,-6.2484e+003,-8.3106e+004,8.9560e+004,-9.7847e+003,4.3693e+004,1.1769e+004,-2.6432e+004
20,1900,-3.1105e+003,-8.4798e+004,8.8119e+004,-9.7847e+003,4.3742e+004,1.2206e+004,-2.6982e+004
21,2000,3.0574e+001,-8.6407e+004,8.6590e+004,-9.7847e+003,4.3771e+004,1.2652e+004,-2.7524e+004
22,2100,3.1716e+003,-8.7930e+004,8.4976e+004,-9.7847e+003,4.3781e+004,1.3107e+004,-2.8056e+004
23,2200,6.3094e+003,-8.9367e+004,8.3278e+004,-9.7847e+003,4.3772e+004,1.3570e+004,-2.8579e+004
24,2300,9.4411e+003,-9.0715e+004,8.1498e+004,-9.7847e+003,4.3743e+004,1.4042e+004,-2.9092e+004
25,2400,1.2563e+004,-9.1974e+004,7.9637e+004,-9.7847e+003,4.3695e+004,1.4520e+004,-2.9594e+004
26,2500,1.5673e+004,-9.3142e+004,7.7698e+004,-9.7847e+003,4.3628e+004,1.5006e+004,-3.0086e+004
27,2600,1.8768e+004,-9.4218e+004,7.5682e+004,-9.7847e+003,4.3541e+004,1.5498e+004,-3.0565e+004
28,2700,2.1844e+004,-9.5202e+004,7.3591e+004,-9.7847e+003,4.3435e+004,1.5996e+004,-3.1033e+004
29,2800,2.4898e+004,-9.6091e+004,7.1428e+004,-9.7847e+003,4.3311e+004,1.6500e+004,-3.1488e+004
30,2900,2.7928e+004,-9.6885e+004,6.9194e+004,-9.7847e+003,4.3167e+004,1.7008e+004,-3.1930e+004
31,3000,3.0930e+004,-9.7584e+004,6.6892e+004,-9.7847e+003,4.3004e+004,1.7521e+004,-3.2359e+004
32,3100,3.3902e+004,-9.8186e+004,6.4524e+004,-9.7847e+003,4.2823e+004,1.8038e+004,-3.2774e+004
33,3200,3.6840e+004,-9.8692e+004,6.2093e+004,-9.7847e+003,4.2624e+004,1.8559e+004,-3.3174e+004
34,3300,3.9742e+004,-9.9100e+004,5.9600e+004,-9.7847e+003,4.2406e+004,1.9082e+004,-3.3560e+004
35,3400,4.2605e+004,-9.9410e+004,5.7048e+004,-9.7847e+003,4.2171e+004,1.9608e+004,-3.3932e+004
36,3500,4.5425e+004,-9.9623e+004,5.4440e+004,-9.7847e+003,4.1917e+004,2.0136e+004,-3.4287e+004
37,3600,4.8201e+004,-9.9737e+004,5.1778e+004,-9.7847e+003,4.1646e+004,2.0665e+004,-3.4627e+004
38,3700,5.0929e+004,-9.9752e+004,4.9065e+004,-9.7847e+003,4.1358e+004,2.1195e+004,-3.4951e+004
39,3800,5.3607e+004,-9.9669e+004,4.6304e+004,-9.7847e+003,4.1053e+004,2.1725e+004,-3.5259e+004
40,3900,5.6233e+004,-9.9488e+004,4.3497e+004,-9.7847e+003,4.0731e+004,2.2256e+004,-3.5550e+004
41,4000,5.8802e+004,-9.9208e+004,4.0647e+004,-9.7847e+003,4.0393e+004,2.2785e+004,-3.5824e+004
42,4100,6.1314e+004,-9.8831e+004,3.7757e+004,-9.7847e+003,4.0039e+004,2.3314e+004,-3.6081e+004
43,4200,6.3765e+004,-9.8356e+004,3.4830e+004,-9.7847e+003,3.9669e+004,2.3840e+004,-3.6320e+004
44,4300,6.6153e+004,-9.7783e+004,3.1868e+004,-9.7847e+003,3.9284e+004,2.4365e+004,-3.6541e+004
45,4400,6.8476e+004,-9.7115e+004,2.8875e+004,-9.7847e+003,3.8883e+004,2.4886e+004,-3.6745e+004
46,4500,7.0731e+004,-9.6350e+004,2.5853e+004,-9.7847e+003,3.8469e+004,2.5405e+004,-3.6931e+004
47,4600,7.2916e+004,-9.5491e+004,2.2806e+004,-9.7847e+003,3.8040e+004,2.5919e+004,-3.7098e+004
48,4700,7.5030e+004,-9.4537e+004,1.9736e+004,-9.7847e+003,3.7598e+004,2.6429e+004,-3.7246e+004
49,4800,7.7069e+004,-9.3490e+004,1.6647e+004,-9.7847e+003,3.7142e+004,2.6935e+004,-3.7376e+004
50,4900,7.9033e+004,-9.2351e+004,1.3542e+004,-9.7847e+003,3.6673e+004,2.7435e+004,-3.7488e+004
51,5000,8.0918e+004,-9.1120e+004,1.0423e+004,-9.7847e+003,3.6192e+004,2.7929e+004,-3.7580e+004
52,5100,8.2724e+004,-8.9800e+004,7.2936e+003,-9.7847e+003,3.5700e+004,2.8417e+004,-3.7654e+004
53,5200,8.4447e+004,-8.8390e+004,4.1571e+003,-9.7847e+003,3.5195e+004,2.8898e+004,-3.7708e+004
54,5300,8.6088e+004,-8.6894e+004,1.0166e+003,-9.7847e+003,3.4680e+004,2.9372e+004,-3.7743e+004
55,5400,8.7644e+004,-8.5312e+004,-2.1249e+003,-9.7847e+003,3.4155e+004,2.9839e+004,-3.7759e+004
56,5500,8.9113e+004,-8.3646e+004,-5.2643e+003,-9.7847e+003,3.3620e+004,3.0297e+004,-3.7757e+004
57,5600,9.0494e+004,-8.1897e+004,-8.3985e+003,-9.7847e+003,3.3075e+004,3.0746e+004,-3.7734e+004
58,5700,9.1786e+004,-8.0067e+004,-1.1524e+004,-9.7847e+003,3.2522e+004,3.1187e+004,-3.7693e+004
59,5800,9.2987e+004,-7.8158e+004,-1.4639e+004,-9.7847e+003,3.1960e+004,3.1617e+004,-3.7633e+004
60,5900,9.4097e+004,-7.6173e+004,-1.7739e+004,-9.7847e+003,3.1390e+004,3.2038e+004,-3.7554e+004
61,6000,9.5113e+004,-7.4111e+004,-2.0822e+004,-9.7847e+003,3.0814e+004,3.2449e+004,-3.7456e+004
62,6100,9.6036e+004,-7.1977e+004,-2.3884e+004,-9.7847e+003,3.0231e+004,3.2849e+004,-3.7338e+004
63,6200,9.6864e+004,-6.9772e+004,-2.6922e+004,-9.7847e+003,2.9642e+004,3.3238e+004,-3.7203e+004
64,6300,9.7596e+004,-6.7498e+004,-2.9934e+004,-9.7847e+003,2.9047e+004,3.3615e+004,-3.7048e+004
65,6400,9.8232e+004,-6.5157e+004,-3.2917e+004,-9.7847e+003,2.8448e+004,3.3980e+004,-3.6876e+004
66,6500,9.8772e+004,-6.2752e+004,-3.5866e+004,-9.7847e+003,2.7844e+004,3.4333e+004,-3.6684e+004
67,6600,9.9213e+004,-6.0285e+004,-3.8781e+004,-9.7847e+003,2.7237e+004,3.4674e+004,-3.6475e+004
68,6700,9.9557e+004,-5.7759e+004,-4.1657e+004,-9.7847e+003,2.6627e+004,3.5001e+004,-3.6248e+004
69,6800,9.9803e+004,-5.5175e+004,-4.4492e+004,-9.7847e+003,2.6014e+004,3.5315e+004,-3.6004e+004
70,6900,9.9950e+004,-5.2537e+004,-4.7284e+004,-9.7847e+003,2.5400e+004,3.5616e+004,-3.5742e+004
71,7000,9.9998e+004,-4.9847e+004,-5.0028e+004,-9.7847e+003,2.4784e+004,3.5903e+004,-3.5462e+004
72,7100,9.9948e+004,-4.7108e+004,-5.2723e+004,-9.7847e+003,2.4168e+004,3.6175e+004,-3.5166e+004
73,7200,9.9799e+004,-4.4323e+004,-5.5366e+004,-9.7847e+003,2.3552e+004,3.6433e+004,-3.4854e+004
74,7300,9.9551e+004,-4.1494e+004,-5.7955e+004,-9.7847e+003,2.2936e+004,3.6677e+004,-3.4525e+004
75,7400,9.9206e+004,-3.8623e+004,-6.0486e+004,-9.7847e+003,2.2321e+004,3.6905e+004,-3.4180e+004
76,7500,9.8762e+004,-3.5715e+004,-6.2958e+004,-9.7847e+003,2.1709e+004,3.7119e+004,-3.3819e+004
77,7600,9.8221e+004,-3.2771e+004,-6.5367e+004,-9.7847e+003,2.1098e+004,3.7317e+004,-3.3444e+004
78,7700,9.7583e+004,-2.9795e+004,-6.7712e+004,-9.7847e+003,2.0491e+004,3.7499e+004,-3.3053e+004
79,7800,9.6849e+004,-2.6790e+004,-6.9990e+004,-9.7847e+003,1.9887e+004,3.7666e+004,-3.2648e+004
80,7900,9.6019e+004,-2.3758e+004,-7.2199e+004,-9.7847e+003,1.9288e+004,3.7817e+004,-3.2229e+004
81,8000,9.5094e+004,-2.0703e+004,-7.4337e+004,-9.7847e+003,1.8693e+004,3.7952e+004,-3.1796e+004
82,8100,9.4076e+004,-1.7627e+004,-7.6402e+004,-9.7847e+003,1.8104e+004,3.8071e+004,-3.1350e+004
83,8200,9.2965e+004,-1.4534e+004,-7.8391e+004,-9.7847e+003,1.7521e+004,3.8173e+004,-3.0891e+004
84,8300,9.1761e+004,-1.1427e+004,-8.0303e+004,-9.7847e+003,1.6944e+004,3.8259e+004,-3.0419e+004
85,8400,9.0468e+004,-8.3078e+003,-8.2135e+004,-9.7847e+003,1.6375e+004,3.8328e+004,-2.9936e+004
86,8500,8.9085e+004,-5.1808e+003,-8.3886e+004,-9.7847e+003,1.5813e+004,3.8381e+004,-2.9441e+004
87,8600,8.7614e+004,-2.0487e+003,-8.5555e+004,-9.7847e+003,1.5259e+004,3.8417e+004,-2.8936e+004
88,8700,8.6057e+004,1.0854e+003,-8.7139e+004,-9.7847e+003,1.4714e+004,3.8437e+004,-2.8420e+004
89,8800,8.4415e+004,4.2185e+003,-8.8637e+004,-9.7847e+003,1.4179e+004,3.8440e+004,-2.7894e+004
90,8900,8.2689e+004,7.3474e+003,-9.0048e+004,-9.7847e+003,1.3653e+004,3.8426e+004,-2.7359e+004
91,9000,8.0882e+004,1.0469e+004,-9.1370e+004,-9.7847e+003,1.3138e+004,3.8396e+004,-2.6814e+004
92,9100,7.8995e+004,1.3580e+004,-9.2602e+004,-9.7847e+003,1.2633e+004,3.8349e+004,-2.6262e+004
93,9200,7.7030e+004,1.6678e+004,-9.3742e+004,-9.7847e+003,1.2140e+004,3.8286e+004,-2.5702e+004
94,9300,7.4989e+004,1.9760e+004,-9.4790e+004,-9.7847e+003,1.1659e+004,3.8206e+004,-2.5134e+004
95,9400,7.2874e+004,2.2822e+004,-9.5744e+004,-9.7847e+003,1.1190e+004,3.8109e+004,-2.4560e+004
96,9500,7.0688e+004,2.5862e+004,-9.6604e+004,-9.7847e+003,1.0734e+004,3.7996e+004,-2.3979e+004
97,9600,6.8431e+004,2.8876e+004,-9.7368e+004,-9.7847e+003,1.0291e+004,3.7867e+004,-2.3394e+004
98,9700,6.6107e+004,3.1861e+004,-9.8036e+004,-9.7847e+003,9.8618e+003,3.7722e+004,-2.2803e+004
99,9800,6.3718e+004,3.4815e+004,-9.8608e+004,-9.7847e+003,9.4468e+003,3.7561e+004,-2.2207e+004
100,9900,6.1265e+004,3.7735e+004,-9.9082e+004,-9.7847e+003,9.0462e+003,3.7384e+004,-2.1608e+004
101,10000,5.8753e+004,4.0617e+004,-9.9459e+004,-9.7847e+003,8.6606e+003,3.7192e+004,-2.1006e+004
102,10100,5.6182e+004,4.3460e+004,-9.9737e+004,-9.7847e+003,8.2903e+003,3.6984e+004,-2.0401e+004
103,10200,5.3556e+004,4.6259e+004,-9.9917e+004,-9.7847e+003,7.9357e+003,3.6761e+004,-1.9795e+004
104,10300,5.0877e+004,4.9013e+004,-9.9998e+004,-9.7847e+003,7.5971e+003,3.6523e+004,-1.9186e+004
105,10400,4.8148e+004,5.1719e+004,-9.9981e+004,-9.7847e+003,7.2748e+003,3.6270e+004,-1.8577e+004
106,10500,4.5371e+004,5.4373e+004,-9.9865e+004,-9.7847e+003,6.9691e+003,3.6002e+004,-1.7968e+004
107,10600,4.2549e+004,5.6974e+004,-9.9650e+004,-9.7847e+003,6.6805e+003,3.5721e+004,-1.7359e+004
108,10700,3.9686e+004,5.9519e+004,-9.9337e+004,-9.7847e+003,6.4091e+003,3.5425e+004,-1.6751e+004
109,10800,3.6783e+004,6.2005e+004,-9.8926e+004,-9.7847e+003,6.1552e+003,3.5116e+004,-1.6145e+004
110,10900,3.3844e+004,6.4430e+004,-9.8417e+004,-9.7847e+003,5.9191e+003,3.4793e+004,-1.5541e+004
111,11000,3.0872e+004,6.6791e+004,-9.7812e+004,-9.7847e+003,5.7009e+003,3.4457e+004,-1.4940e+004
112,11100,2.7869e+004,6.9086e+004,-9.7109e+004,-9.7847e+003,5.5010e+003,3.4109e+004,-1.4342e+004
113,11200,2.4839e+004,7.1313e+004,-9.6311e+004,-9.7847e+003,5.3195e+003,3.3748e+004,-1.3748e+004
114,11300,2.1784e+004,7.3470e+004,-9.5418e+004,-9.7847e+003,5.1566e+003,3.3375e+004,-1.3158e+004
